apartment,google_text
Arbor Haus Apartments,"I’ve been living here since august, at first it was horrible. There were roaches, thing in the apartment kept breaking and it would be hard to get ahold of someone. But around January this place started to turn around. The new manager Jeremy started by making this place pet friendly. At first it was not and me and my partner had the only dog. He than began answering all call in a timely manner. He would speak to the residents and fixing problems our building had. They started regularly spraying and by march we never saw another roach. Mind you he had been there maybe 2 months. In April he got the pool cleaned and looking fantastic while fixing the phone needed to call 911. He is now having painting done, and new beautiful plants installed, and it’s starting to really come together. He friendly and helpful. He has a great team of workers and a great maintenance team! I would highly recommend now."
Arbor Haus Apartments,"I HAVE HAD IT ENOUGH

I paid a refundable holding fee as clearly stated by the management. Weeks have passed, and despite multiple emails, in-person visits, and confirmations of my correct address, I have still not received my money back.
The only responses I got were vague and non-committal. It’s been extremely frustrating trying to get a straight answer or any accountability. I’ve done everything on my end—prompt communication, polite follow-ups—and yet the refund is still pending without explanation.
I would strongly caution others to think twice before trusting this management with any upfront fees, refundable or not. DO NOT FALL FOR ""REFUNDABLE HOLDING FEE"" SCAM. It literally took 2 seconds to pay for the ""refundable holding fee"" but months to get back?"
Manchester West Apartments,"I recently had the pleasure of working with Ashley, the manager at Manchester West Apartments, and I cannot speak highly enough of her professionalism and dedication. From our very first interaction, it was evident that she is committed to providing an outstanding experience for all residents.

Ashley consistently demonstrates an impressive level of professionalism. She handles every situation with grace and expertise, making it clear that she genuinely cares about the well-being of the residents.

The service Ashley provides is incredibly fast. Whether it’s responding to inquiries or addressing concerns, she is always on top of things, ensuring that everything runs smoothly and efficiently.

Her friendly demeanor makes her a joy to work with. Ashley’s warm and approachable personality creates a welcoming atmosphere that makes you feel valued as a resident.

Moreover, she goes above and beyond to be helpful. No matter the issue, Ashley is always ready to lend a hand, offer guidance, or provide solutions. Her willingness to assist truly sets her apart.

In summary, Ashley is an exceptional manager who exemplifies what great customer service should be. I am grateful for her support and highly recommend Manchester West Apartments to anyone looking for a fantastic place to live.
Thank you!"
Manchester West Apartments,"I specifically want to leave a review for Krista, she has been so so helpful as I've been looking for apartments at Manchester West and McKinley more generally. I can't sing her praises enough, she has been going above and beyond and being so friendly while doing it. She has amazing customer service skills and deserves any promotions coming her way!"
Manchester West Apartments,Matt and Ashely were the best and most kindest people I have ever met. Very funny helpful. 
Manchester West Apartments,"They outsource application review to a third party AI service, wasted 10 days talking with their chat bot providing detailed income information before deciding to cancel my application. Was approved within 24 hours at a much nicer and more expensive apartment. Don’t waste your time here"
Manchester West Apartments,"These apartments smell like smoke, and the walls are really thin so you can always hear your neighbors.

Ashlay and the old man that work with her are very rude and unprofessional.

Rent elsewhere!"
Vic Village South,"My son was accepted to the University of Michigan for Fall 2025 as a Junior transfer student.  We visited Michigan to find an apartment for him and fell in love with Vic Village.  We worked with Andrea Crites, the Community Manager at Vic South, and she was great.  Gave us a tour, and worked with us to find perfect roommates for my son. She answered all our questions and followed up with us after a couple of weeks. The apartments are clean and appear well maintained. We spoke to one student who was quite happy living there.  Coming from California, these apartments were incredibly nice! Washers and dryers in the units??? That's unheard of at any apartments near any University of California school! (For $3000+/month near UCLA you get a smelly dump, and don't even get me started on the cost and disgusting housing near UC Berkeley. Even the most expensive unit at Vic Village is significantly less money that anything at UCLA or Berkeley.).  My son was later accepted to Georgia Tech and decided to go there so he will not be living at Vic South, but I really think for anyone looking for an apartment near the University of Michigan, Vic Village is a great place.  Safe, clean, near restaurants, close to the main campus, close to the shuttle bus stop for getting to the Engineering/CS buildings, great amenities, and an outstanding manager. I can't say enough good things about these apartments."
Vic Village South,"Past resident and local here! Loved living at Vic as it's the closest apartment to central campus, near the Diag and multiple restaurants some of which stay open late for students coming back from the library or need to get food after partying. It's also very close to multiple bus stops (including the CCTC) for residents that need to commute to North Campus or anywhere across campus.

Overall, conveniently located and also has state-of-the-art amenities!"
Vic Village South,I am a parent with a child leasing and  had the most amazing experience with Andrea Crites. She walked me through everything and made it so seamless. It so nice to deal with such professional people!
Vic Village South,"I strongly do not recommend choosing this apartment. Because of the guarantor issue, I was told by email that I had to pay 1.5 times the room rate or use Leap. But I had already found another place to live, so at the beginning of May I sent an email to cancel the contract. . But the office said there was nothing they could do, even if I was willing to pay without a deposit, there was nothing they could do. The rent for this apartment is so high that it is difficult to sublet it. I later found someone who could sublet my contract, and it was stated at the beginning that it was a girl, but it was not until before signing the contract that a girl could not sublet my contract, and they would prepare a new one for her. During this period, the girl and I basically didn't reply to emails we sent. I had to call around 11 o'clock every day before someone answered. And every time I responded, I had to discuss it with my supervisor and the result was nothing. This matter has been delayed until now and has not been resolved."
Vic Village South,"Great place, right across the other one with a good gym"
Traver Crossing Apartments,"Moved out in July due to graduation.

Overall it was a pretty pleasant stay; this is a pet friendly apartment, very spacious and with a lot of storage space. The scenery and hiking paths are unbeatable in the spring.

Pros:
- on 23, for college student without a car this makes shopping and going to central/North campus much easier.
- BIG apartment. I mean BIG. Very, very big. Lots of storage space for anything you want to keep.
- pet friendly. I see a lot of furry friends around!
- beautiful community. See pics attached.

Cons/things to consider:
- 23 on workdays are very crowded. 65 exists as an alternative, but during peak hours it doesn't help much.
- rent is pretty high. My roommate and I pay $1799 in 2023 when we moved in, and even though we renewed at the earliest possible date our rent still went up, although not by much (~1% fluctuation). Compared to my old place I consider this as a pro, but YMMV.
- laundry experience is horrible. 2 washer and dryers for 2 buildings, and the price goes up by at least 50¢ per year while the dryer sometimes doesn't work well. I moved to DC to stay with a friend for a bit and their laundry was actually cheaper!
- maintenance is usually fast, but remember to communicate with them about what they did.
- if you cook a lot, their gas stove isn't very hot. A high heat is more like a medium in our unit.
- I live close to the train track, and it can be very loud at night when a train passes.

Overall, if I return, I would rent with them again provided that I'm not living in a unit alone and have my own small washer; price was one thing, the sheer amount of space was the other. My biggest and almost only complaint was the laundry. Hope this helps another hunter."
Traver Crossing Apartments,"Apartment complex overall is good, a little pricey but that’s Ann Arbor for ya.

What I actually want to talk about is how Joseph, Chris, and Leon (and everyone one else on the maintenance team this year) have been super helpful and efficient!

A big thank you to Joseph specifically, who maintains excellent lines of communication with residents, explaining the timeline for fixes, as well as explaining what the team is doing and why. My air con was broken at the start of the summer, and the team was in my unit within hours of me submitting a work order, which was amazing. I’m used to waiting days if not weeks for maintenance at previous places I’ve lived.

It’s now move in/out season which means the team is super busy, but they still take the time to say hi to me on the walkway and ask how the AC is holding up! Genuinely very impressed by the property overall, and also very happy I re-signed my lease!"
Traver Crossing Apartments,"Traver crossing is a quiet and clean community. Smoking is prohibited, and that's a huge plus. In the winter, the snow gets cleaned very fast. The community manager, Jason, has been very responsive and nice. One thing that it can improve on is the speed for maintenance, sometimes it can take weeks, but overall a great community to live in."
Traver Crossing Apartments,"Professional, responsive, punctual, and kind. We just signed up for a lease starting in July. Jason and Rosalyn were super helpful in the application process, and also helped us transfer the reservation fee from another McKinley property. Traver Crossing property itself has an awesome location, close to North Campus, but also touching a green serene space. Apartments seem clean and well maintained. Will update a review after my son moves in."
Traver Crossing Apartments,"The apartment was clean, spacious and definitely served its purpose for my family the 11mo we were there. During the winter it’s difficult to exit the complex due to the exits leading to an incline but the snow plowers eventually clear things up enough to travel.
At first I had excellent communication with the Property Manager but it seemed once we decided we wouldn’t  be renewing our lease that was hindered and the race to get us out began. It’s unfortunate  how management was able to file the papers for eviction and sending any “owed monies” to collections but couldn’t even take the time out to fill out their portion of the housing assistance Documentation to ensure my family didn’t end up homeless. (Funny thing is HAWC didn’t even get in touch with us until a week AFTER our court hearing.) I’ll continue to assume the $400 more a month the apartment listed for was much more appealing to your business practices than my family’s livelihood.
May the universe provide you with the same energy you put in to it!"
Meadowbrook Village Apartments,"I have lived at Meadowbrook Village for about 9 months, and I am quite pleased with my experience here. The administrative staff are friendly, responsive, and take pride in their work. The maintenance team is excellent; always responsive and thorough. Any issues that have arisen have always been handled quickly and taken seriously.

The neighborhood is quiet, friendly, and safe, with easy access to downtown  Ann Arbor and the highway.

Great place to live."
Meadowbrook Village Apartments,"Recently, I've had to contact Meadowbrook's administrative staff for help with several maintenance issues that I've been having in my unit and they've been responsive, amiable, and professional at every turn.

However, the real stars of the show are the maintenance staff that have been over taking care of business. I've had the pleasure of having Matt, Tyrone, and Ahmed over to help with various work orders I've lodged and they're always exceedingly helpful, considerate, and above all, good-spirited! In the places I've lived in the past, I've always dreaded having to make maintenance requests because of long waits or shoddy work -- but that has never been an issue with these three. Meadowbrook is lucky to have them!"
Meadowbrook Village Apartments,"Sara from the leasing office stayed late on a Saturday to push my application through and she was very helpful. The apartment complex is a little on the older side, but the Neighbourhood looks decent and safe. The houses are bigger than usual with the inunit washer and dryer but can’t really complain for the price point."
Meadowbrook Village Apartments,"I haven’t lived here too long, however, since I’ve lived here a few minor maintenance issues have popped up. I never got a chance to use their portal, but I mentioned these things to Matt (their maintenance person) casually and he got right on it! The guy is amazing - he lets my dog out when I need him too, keeps an eye on the place, and is an asset to the community. I can’t say too much about the apartments themselves, but Matt is awesome!"
Meadowbrook Village Apartments,"I do not recommend living in this apartment.

First of all, the unit wasn’t even cleaned when we moved in. They came to paint the walls after we had already moved in, and the chemical smell was extremely strong—it lasted for over a week and gave us headaches.

Secondly, the AC was broken when we moved in, and it made it hard to sleep. Although the apartment staff were polite, the response time was extremely slow, and it took a long time to get things fixed, which was really frustrating.

Many of the facilities break down easily, like the sliding door and the locks.

We also had a package stolen, and things only improved a bit after we installed a camera at the door.

The biggest concern came when we were away for about a week: we noticed marks on our door and that the security camera had been moved. Because it's part of an open neighborhood, there might be more safety risks.

But the absolute worst part is the winter—it’s freezing, even with the heat on. Our DTE bill was $200–300/month during the winter. The walls are paper-thin and wind comes right through them. On top of that, the windows weren’t sealed properly, so not only was it cold, but we could also clearly hear our neighbors talking.

This was by far the worst place I’ve lived in Ann Arbor."
Ridgewood Apartments,"I absolutely love my apartment and I'm happy I chose to move in here. It's a great area with nice neighbors and a pretty active community, the in unit washer and dryer is wonderful and was definitely worth signing. The people who work in the leasing office are very friendly and helpful whenever I need them. I haven't really had too many issues and I'm very satisfied with my apartment and as of now plan on staying, I recommend these apartments to whoever sees this review."
Ridgewood Apartments,"I couldn't regret moving here more. Been here less than two months and I can not wait until my lease is up next summer.

My AC has already broken/stopped working twice. First time it took a week for them to fix when it was 80+ degrees outside. Now it's not working again and I'm being told by both maintenance and the office to open a window, since it is too cool outside for it to work. I am paying a lot in rent and air conditioning. Being told to open a window when it is 80 degrees inside my apartment is completely unacceptable. Ivonne, who I was warned about, is particularly terrible, butting in on the conversation and being insistent that it wasn't their fault or responsibility. Exactly what I should've expected out of her. Do your best to avoid dealing with her and this whole complex.

I am now dreading the next thing that I will have to deal with as I'm sure it'll be far from the last."
Ridgewood Apartments,"I stayed here for a year and had to move out because of job change, but my experience has been great! First of all I really like the price for the thoughtful floorplan. Apartment has lot of natural light from big windows and balcony. Location is great within walking distance from Kroger, Aldi, Target. Secondly the management has been very responsive to any maintenance problems and all complaints were promptly resolved during my stay. And finally, I received my FULL security deposit back within a week of moving out!"
Ridgewood Apartments,"I lived at Ridgewood for 2 years. Lindsay Henson was super helpful to me from the minute I was interested in the place until the minute I left. Very helpful staff. The maintenance team was not great at first, but they quickly hired an incredible maintenance team that was fast and helpful. The amenities here are great for the price. The location is next to every store you could need, and a good spot between both Ann Arbor and ypsi. The pool in the summer was always a nice touch. It was a great pleasure to live here."
Ridgewood Apartments,"By far the best place I have rented from! I have lived in apartments that were poorly managed and had staff that were aggressively unhelpful and rude. However, the past two years at Ridgewood have been incredible. Lindsay is always willing to help and has been hospitable since the beginning. Maintenance responds to requests very quickly and will work with you until all of your concerns are resolved. I could not recommend Ridgewood more! A bonus is that the units themselves are clean and modern, and the location is great!"
Evergreen Apartments,"My house smells like roaches.

When I started encountering issues with Evergreen in November of 2023, it quickly became clear that the comfort and safety of their residents are very low priorities for McKinley. I thought I would wait until I moved out to write this review, but I haven’t even put my kitchen back together since I had to unpack half my apartment for last Wednesday's pest treatment. This place has no possibility of meeting the standards of a home, so it feels essentially the same.

While waiting yesterday for a call back about my twice-broken heat, myself and several neighbors received notices that - at any given time during business hours/days from November 12th-19th - Pittsfield Township would be entering apartments to complete code work following multiple failed inspections regarding the abysmal state of the food-blood-vomit-and feces-stained, moldy carpet in every hallway of the building; broken fire doors; and other violations.

It feels like it was just yesterday that I (unsuccessfully) requested that management place trash cans around the building because of the overflowing dumpsters and sheer quantity of omnipresent trash in the entryways, stoops, stairs, and hallways. But, in reality, that was February of 2024. It WAS yesterday that I found yet another roach carcass with her accompanying egg sac in the middle of a coffee table, far away from my kitchen.

My life has been disrupted near-daily for the past two and a half years by the unpleasant, unhygienic, unsafe conditions at Evergreen. I cannot stop thinking about the infants, children, pets, and all my other neighbors whose health suffer from living in this building.

When I needed to extensively prepare my apartment for roach treatment, my pets and I were able to stay with a friend for free for days. I don’t have to leave my pets in crates at home with strangers all day just because this company is so far behind on upkeep that the township cannot provide any specific scheduling for continued invasions of personal space and sanctuary. I bought an air purifier as a desperate band-aid for the stale, rank air in my unit. I cannot imagine what it’s like for the people in this community who do not have these options, including the option of working from home.

Working from home is the only reason that I was able to prevent a contractor from accidentally entering my unit without notice. Following the most recent failed township inspection, my moldy, warped kitchen vinyl flooring needs replacing. When a flooring contractor knocked at my door, prepared with a key in case I wasn’t home, my call to management indicated the poor communication among the people who are responsible for this community. I am reluctant to request further needed repairs in my unit, from the flooring to the chipped bathtub sealing. I just want peace in my home.

Mostly-guaranteed amenities at Evergreen Apartments include: four walls in each room (chance of infestation), frequently functional hot water and heat, occasional emergency water shutoffs, sly laundry cost increases, and - as I’m told - free smoke detector battery replacement twice a year. Pieces of wire and plastic left by the radiator for your pets or kids to eat following emergency heating repairs. Humidity, sagging ceilings, neglected and poorly-installed wall AC units, and crumbling plaster. Broken intercoms, doors, and laundry machines that leave your clothes smelling like mildew.

Maintenance is always respectful, helpful, and genuinely pleasant to interact with. However, they are almost certainly overworked and understaffed, leaving some of my neighbors with neglected repairs.

Maybe I’m a disgruntled customer. However, if you find yourself considering this property, I strongly encourage you to take a tour (if you’re able) and to talk to an Evergreen resident while you’re here. One thing I can say for sure is that McKinley’s neglect of its residents has led to a strong community within my building. My neighbors deserve better, and so do you."
Evergreen Apartments,"I have lived in Evergreen Apartments for about 3 years and while we have had some issues (to be expected in an older building) the leasing and maintenance teams have been great in addressing concerns and are always very kind. Given the age of the building and appliances there have definitely been issues like pests, mold, and appliances not always working fully but it is generally quiet and well maintained.

A special shout out to Lori on the maintenance team! Any time she comes by to fix something she is super nice and takes time to explain why and how repairs will go. She also goes out of her way to say hello to my pups whether she is helping us out or just passing by while we are out on walks ☺️"
Evergreen Apartments,"The management team at Evergreen Apartments arranged for the replacement of two bathroom sinks and toilets.  The job was assigned to Dionte Logwood who managed the replacement  and cleanup very efficiently.  In addition to his focus on the job, we had a wonderful conversation, which is so important in relationship building and a job well done. The positive end result is, of course, new sinks and toilets. But as important as that is to me; Dionte  represented how important it is to Evergreen Apartments."
Evergreen Apartments,"A lot of these 5 star reviews are nothing but fake!! Here is my genuine review for living here. I would not recommend Evergreen Apartments. They fail to address repair issues promptly, and the apartments often have cockroaches. The washers and dryers frequently remain out of service for long periods, causing significant inconvenience. The charges for water and sewer are exorbitantly high, even if you use very little. The management is unhelpful and rather than resolving problems, they terminate leases. The complex also has a history of terrible neighbors, frequent crimes, and police presence almost daily, making it feel very unsafe. Not forgetting the toxic mold! Overall, this has been a very disappointing experience, and I cannot recommend living here."
Evergreen Apartments,"I lived in Evergreen for three years. It was the worst experience ever the mann people with horrible water was one in my bathroom for months. It had black mole in my bathroom because the water ran so long. The office staff was rude. I got my brand-new Mercedes truck scratch in their parking lot and nobody Took responsibility for it. They never changed the carpet in three years. They never fixed anything in three years, it was the worst experience I ever had with apartment if anybody put Put five star that is fake in the hallway always stink and dirty and disgusting."
Manchester Flats Apartments,"This is the absolute worst place I have ever lived due to management. They don’t seem to care about their residents in the slightest.

I’ve been dealing with a safety concern due to other residents for months and they are unresponsive. I’ve had to call 911 on other residents because they are fighting and threatening to shoot & stab people. Management said they can’t tell me anything about how they’re handling it because of privacy concerns… I’m sorry but I don’t really care about their privacy when I had a man 6 ft outside my window threatening to shoot everyone. I don’t think Brittany would want to live in those conditions either.

It takes weeks to get a response, if you ever get one. One time there was a lady who was screaming outside for an extended period of time and then she pulled her pants down and pissed on the sidewalk in broad daylight and I never heard anything back from management when I reported it. If you lived in building 1832 in September 2025, you probably unknowingly stepped in a big puddle of piss and tracked it into your apartment.

When I first moved in, the keys they gave me didn’t work on my apartment door. After talking to the community manager at the time, I found out they never changed the locks before I moved in and they told me to wait until Monday because it wasn’t an emergency (I moved in on a Friday). I had to call and beg them to send someone to change my lock so I could lock my new apartment full of all of my belongings. They begrudgingly agreed to send someone on Saturday morning, so I couldn’t lock my door on the first night.

A few weeks before I moved in, they told me the 1-bedroom apartment I had reserved was no longer available and my only option was to take a 2-bedroom. I still had to pay rent for the 2-bedroom with only a few weeks notice even though it was their mistake that they had promised me an apartment that didn’t exist.

These are only a few examples of the many issues I’ve had here. It feels like I’m never at peace here because I’m always dealing with some ridiculous issue that management refuses to address.

They never answer the phones. They are never in the office. Maintenance is rude and unhelpful. I wouldn’t live in this complex again if they paid ME."
Manchester Flats Apartments,"Old, old building and too expensive for what it offers. Electrical issues, power kept going out and fuses going out but has OLD fuse bulbs instead of switches. unsafe power outlets. Plumbing issues, bathroom sinks don’t drain easily. Upstairs apartment had a water leak onto my ceiling, maintenance cut a hole in the ceiling to fix and left it like that until my lease ended — which allowed a moldy, musty smell and bugs in the apartment. No central air or dishwasher. Was ~$4 to complete one load of laundry in the basement IF it wasn’t broken or leaking, or if the sinks weren’t clogged and overflowing onto the floor. Painting everywhere including over mold, water damage, doors and hinges instead of replacing. Painted bath tubs to cover old tubs instead of replacing or cleaning, which chips away as the lease goes on.
Parking is free but SO crammed people would constantly scrape or door ding my car. Someone even crashed into my car when I lived there.

Either adjust the prices to reflect the quality of the apartments or remodel and fix the whole complex IMO"
Manchester Flats Apartments,"TL;DR: Manchester Flats offers cute, affordable, and well-located apartments, but McKinley’s management enforces questionable policies—especially a problematic bed bug lease addendum—and exhibits harassing behavior that may violate state law. Proceed with caution and read the lease carefully.

Manchester Flats apartments have a lot going for them: they’re on the bus line, close to downtown, and relatively affordable for Ann Arbor—especially for those on PhD stipends or a tight budget. The hardwood floors and abundant sunlight are definite pluses. The buildings are old and have minor maintenance issues, but nothing major.

The real downside is McKinley’s management.

In 2025, they introduced a Bed Bug Lease Addendum with two alarming clauses:
1. They could evict tenants within seven days if bed bugs were found.
2. If they determined the tenant was responsible, they could hold the tenant financially liable for all treatment costs, including those for adjoining units.

I had bed bugs during my tenancy (not the only unit affected) and did everything possible to address the issue, including buying a new mattress and deep cleaning. I support policies that require tenants and landlords to promptly and thoroughly address bed bug issues.

However, the landlord’s powers in this addendum—even if aimed at non-cooperative tenants—are alarming. My lawyer advised that these terms may violate Michigan state law. When I raised these concerns, management dismissed them, saying the addendum would apply to all their properties and would not be changed for one tenant.

I had fully intended to resign another year, but given the recent nature of my bed bug experience, I couldn't rationally agree to all these new addendum terms.

After I gave notice not to renew, management’s behavior devolved further:
* They responded to my non-renewal notice with a single “tada”/""party popper"" 🎉 emoji (an attempt to celebrate my departure amongst themselves discreetly? They quietly tried to remove it later, but - unfortunately for them - such reactions leave an electronic paper trail)
* They immediately misrepresented lease terms and threatened me with improper holdover charges. (I didn’t hold over the apartment - I left early, nearly two weeks early before the lease ended)
* They refused to accept my written non-renewal notice unless I used their official forms (not required by the lease).
* When I turned in my keys a week early, they tried to enforce an undocumented policy against accepting them early (but eventually did).

These behaviors greatly overshadowed what had been an overall 5/5 experience. But I cannot recommend living here with this specific management in control.

If you’re considering signing a lease here, don’t. But if you must, READ IT CAREFULLY—especially the bed bug addendum. And be prepared to deal with management behaviors like the ones I described - or worse."
Manchester Flats Apartments,"Nervous to post publicly for fear of retaliation.
Recently we went 2.5 weeks without a working shower . It’s a basic right of a tenant to have working plumbing. I am patient and understanding but ..
The photos are current- of the ceiling and walls that were opened for maintenance on pipes . In January.
Wondering why the Ann Arbor Inspectors were concerned but no change …
$"
Manchester Flats Apartments,"I've lived in this apartment complex for many years. When I asked to switch from a two-bedroom to a one-bedroom, I was told that even though my current lease ends in mid-July and has already been fully paid, I couldn't move into the one-bedroom at the end of June. They only allow new leases to start three days early, which seems extremely inflexible and unreasonable—especially for long-term tenants who wish to stay in the same community."
Vic Village North,"My family was recently exploring housing possibilities for a University of Michigan student and Caitlin, Alex, and other staff at Vic Village North (and South) were super helpful, courteous and friendly! We heard nice reviews from other students about the living experience at Vic Village North, too!"
Vic Village North,I have lived in five different places since I started college and Vic Village is far and away the best one. The management staff is extremely kind and they are willing to help with any situation at a moments notice. The common spaces are kept extremely clean and the maintenance staff is great! The amenities are my favorite part of Vic and are what separates it from a lot of other places. Living in Vic has been a tremendous experience and I have met countless friends as a result of it!
Vic Village North,"Staff has been extremely professional, and easy to deal with. Would definitely recommend to anyone in the market for an apartment. The apartments are clean and the building is well looked after by the management team. This is also a great location for anyone looking to rent and attend school at the University of Michigan, super close to the campus!
10/10 would recommenced this building."
Vic Village North,"Don't live here. The rent is a little high but that's honestly not the worst thing at Vic. The staff is the worst especially the office manager. Simple paperwork take forever to be completed and is sometimes filled out incorrectly, which just leads to more paperwork and more waiting. My apartment had a conflict and the manager was not only unhelpful, but was very unprofessional about the entire situation. When I first moved in my apartment was disgusting with old food caked on to the kitchen floor and on every appliance. The manager claimed that someone had cleaned the apartment and refused to listen to what I had to say about the cleanliness of the apartment. They did call the cleaner after I had already began cleaning things myself. This is just a fraction of what happened in a semester of living at vic village. Don't live here, there are better places that are more deserving of your money and will treat you with respect."
Vic Village North,Vic Village is a great apartment building and is centrally located on campus making it a quick walk to everything. The staff is great and friendly which made me want to work here. All of the amenities and apartments are brand new compared to the other apartment buildings in the area. I definitely recommend living here.
Arbor Club Apartments,"Tamara the property manager was very professional and understanding prior to me moving to Arbor Club I had a scheduled tour. Somehow it didn't come through. But she was very nice, and courteous. Upon showing me my apartment, Which is very nice btw.. Access to the swimming pool, gym, and there's a trail to walk on. It's very peaceful and quiet. she explained in detail very well the application process and answered any questions I had. She's really Sweet and carries herself in a professional manner. Grateful to have her as a property manager."
Arbor Club Apartments,Love the office staff! They are always so kind and help with whatever I need. Kudos to Jennifer and Tamara!!! I definitely recommend living here.
Arbor Club Apartments,"I'm giving this poor review rate b/c of a very bad experience and service I've received. I recommend don't deal with this property management and look for a different rentals.
I was approaching this property because it offers a short term lease starting from 3 months lease, which was what I needed as my close relative was planned to visit us in town for 3 months. I told the office manager that this is for my relative coming for a three months visit, in several visits I made to this property. I've submitted the application online and paid the application fee and the holding fee. The day before the rent start date, I came over again, with the rent payment check and expected to receive the keys. To my amazement, I was shocked to find out that the lease term was changed to 12 months and more fees were requested, totaled in $700 fees in order to get the keys.
I was shocked and refused to make this deal. I was very upset and had to cancel many services I planed for this rental, such as rental insurance, movers, Xfinity and DTE. I had to look for a new place quickly, since my relative was about to arrive the day after. Because of this rude service, I demanded from the office manager to be refunded for the holding fee and the application fee I paid. The office manager said I will be refunded in 48 hours. I have never received the refund and every time I called they said they are working on it. After 3 months they said that the billing department confirmed I will not be refunded.
I've never seen such a rude business. Stay away!"
Arbor Club Apartments,"I’ll start with saying I have LOVED living here.  I came across Arbor Club during a visit to Ann Arbor to find a place before relocating from Texas for work.

The property itself is well maintained (updates being made very year it seems).  I was able to move into a newly renovated unit that had both Gas stove and in unit washer and dryer!

The maintenance team and management have been nothing but exemplary!  Maintenance are prompt and timely with any service requests I have had.  Same can be said about the office team as well!  Both interact with a positive, friendly manner and made me feel right at home.

Interactions have been great with neighbors as well, was nice some even made a little home garden by the maintenance shed.  I look forwards to attempting to green thumb some here this spring and summer!

I highly recommend living here if you have the opportunity"
Arbor Club Apartments,"Arbor Club is a great place to live. It is conveniently located near shopping and restaurants. I liked that it is tucked away around beautiful neighborhoods as well. The apartment was spacious and very clean. Maintenance was great and timely. The manager, Leah, and her staff are awesome! They make Arbor Club feel like a family. It was a perfect spot for me as a U of M student. Leah is completely accessible and cares greatly about all of the residents. She was helpful and supportive when I had some roommate issues. She handled everything with professionalism and kindness."
400 Maynard Apartments,"The location and property management are okay, but everything else is awful. We received emails almost every week about elevator problems. If you can deal with all those issues, go for it…..but honestly, it’s not worth it except for the location.

1. During the summer, the A/C doesn’t cool the room enough.
2. One of treadmill in the gym doesn’t work.
3. Laundry and dryer are not in-unit; you have to pay and go down to the basement.
4. You can hear almost everything from your neighbors.
5. The water gets clogged easily, and the stove has constant problems.

Good luck!"
400 Maynard Apartments,I recently did a walk-through for fall 2026 for my daughter!  I think this is gonna be the next place that she calls home for the next four years!  The staff was nice and they have a cute little tea shop attached to the building that was delicious! The rooftop was spectacular.  You could see the big house and actually hear the band practicing! Go blue!
400 Maynard Apartments,"I’ve really enjoyed living here! The property manager is so kind, helpful, and always quick to respond. They truly care about the residents and make this place feel like home. Highly recommend!"
400 Maynard Apartments,"Great location. Older building, therefore a lot of maintenance issues. Elevators are unreliable, and at times fully broken for days at a time due to “modernization”. It was an alright 2 years, but given the amount of newer housing in the area for the same price, you are better off living somewhere with more reliable elevators and AC."
400 Maynard Apartments,Nice place!!  I like the location and the apartments are clean.  The building is a little older but super well maintained and managed!! The new manager is a 10/10!
The Standard at Ann Arbor,"As a parent of a resident, I'd caution anyone looking at this property due to the high concentration of homeless. The proximity to the Beer Depot and gas station across the street are contributing factors. In addition, there's concentration across Packard given a community services facility. I've personally been accosted in the alleyway behind the building, moving our kid in. The homeless congregate, deal and consume drugs in alcoves of the building, and management has chosen to take no responsibility. A simple security guard would make a considerable difference. Buyer beware."
The Standard at Ann Arbor,"The community manager, Cassie, has taken real ownership of her role. Anything I have needed to call the property, either here or one of the team member have always been warm and attentive. It not often seen to have such a level care in this day and age, but The Standard at Ann Arbor brings it every time. I appreciate you guys ✨"
The Standard at Ann Arbor,"Recent updates and changes have made this facility a new favorite.
Leasing team was very helpful and quick to work with.
When asked about the amenities, updates and changes have been made and are all functional and clean.
The maintenance team was pleasant to work with.
Overall I'm highly satisfied with living here!"
